,newid,Id,ActivityDate,TotalSteps,activityinSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,TotalActiveMinutes,SedentaryMinutes,Calories,TotalMinutesAsleep,TotalTimeInBed,SleepQuality,SleepStart,SleepEnd,HoursSlept
134,4319703577_2016-05-02,4319703577,2016-05-02,9261,Somewhat active,6.23999977111816,0.0,0.439999997615814,5.71000003814697,0,11,344,355,585,2270,478,506,94.46640316205533,00:00:30,23:59:30,7.97
135,4319703577_2016-05-03,4319703577,2016-05-03,9648,Somewhat active,6.46999979019165,0.579999983310699,1.07000005245209,4.82999992370605,8,26,287,321,669,2235,474,512,92.578125,00:00:30,07:29:30,7.9
136,4319703577_2016-05-06,4319703577,2016-05-06,9524,Somewhat active,6.42000007629395,0.409999996423721,0.469999998807907,5.46000003814697,6,11,314,331,692,2266,450,491,91.64969450101833,00:00:30,23:59:00,7.5
137,4319703577_2016-05-07,4319703577,2016-05-07,7937,Somewhat active,5.32999992370605,0.189999997615814,1.04999995231628,4.07999992370605,3,28,279,310,586,2158,507,530,95.66037735849056,00:00:00,23:59:30,8.45
138,4319703577_2016-05-08,4319703577,2016-05-08,3672,Sedentary,2.46000003814697,0.0,0.0,2.46000003814697,0,0,153,153,603,1792,602,638,94.35736677115987,00:00:30,23:59:30,10.03
139,4319703577_2016-05-09,4319703577,2016-05-09,10378,Active,6.96000003814697,0.140000000596046,0.560000002384186,6.25,2,14,374,390,490,2345,535,565,94.69026548672566,00:00:30,23:59:30,8.92
140,4319703577_2016-05-10,4319703577,2016-05-10,9487,Somewhat active,6.36999988555908,0.209999993443489,0.46000000834465,5.69999980926514,3,12,329,344,555,2260,487,517,94.1972920696325,00:00:30,23:59:00,8.12
141,4319703577_2016-05-11,4319703577,2016-05-11,9129,Somewhat active,6.13000011444092,0.200000002980232,0.740000009536743,5.17999982833862,3,18,311,332,574,2232,529,558,94.80286738351255,00:00:00,23:59:30,8.82
142,4319703577_2016-05-12,4319703577,2016-05-12,17,Sedentary,0.0099999997764825,0.0,0.0,0.0099999997764825,0,0,2,2,0,257,302,321,94.0809968847352,00:00:30,04:07:30,5.03
143,4388161847_2016-04-15,4388161847,2016-04-15,8758,Somewhat active,6.73000001907349,0.0,0.0,6.73000001907349,0,0,299,299,837,3066,499,526,94.86692015209125,00:00:00,23:59:30,8.32
144,4388161847_2016-04-16,4388161847,2016-04-16,6580,Low active,5.05999994277954,0.209999993443489,0.400000005960464,4.44999980926514,6,9,253,268,609,3073,426,448,95.08928571428571,00:00:30,23:59:30,7.1
145,4388161847_2016-04-17,4388161847,2016-04-17,4660,Sedentary,3.57999992370605,0.0,0.0,3.57999992370605,0,0,201,201,721,2572,619,641,96.56786271450858,00:00:30,15:39:30,10.32
146,4388161847_2016-04-18,4388161847,2016-04-18,11009,Active,9.10000038146973,3.55999994277954,0.400000005960464,5.1399998664856,27,8,239,274,1017,3274,99,104,95.1923076923077,20:59:30,23:59:00,1.65
147,4388161847_2016-04-19,4388161847,2016-04-19,10181,Active,7.82999992370605,1.37000000476837,0.689999997615814,5.76999998092651,20,16,249,285,704,3015,329,338,97.33727810650888,00:00:00,23:59:00,5.48
148,4388161847_2016-04-20,4388161847,2016-04-20,10553,Active,8.11999988555908,1.10000002384186,1.72000002861023,5.28999996185303,19,42,228,289,696,3083,421,451,93.34811529933481,00:00:00,23:59:00,7.02
149,4388161847_2016-04-21,4388161847,2016-04-21,10055,Active,7.73000001907349,0.370000004768372,0.389999985694885,6.98000001907349,7,12,272,291,853,3069,442,458,96.50655021834062,00:00:00,04:55:00,7.37
150,4388161847_2016-04-22,4388161847,2016-04-22,12139,Active,9.34000015258789,3.29999995231628,1.11000001430511,4.92000007629395,77,25,220,322,945,3544,82,85,96.47058823529412,15:54:30,23:59:00,1.37
151,4388161847_2016-04-23,4388161847,2016-04-23,13236,Highly active,10.1800003051758,4.5,0.319999992847443,5.34999990463257,58,5,215,278,749,3306,478,501,95.40918163672654,00:00:00,06:52:00,7.97
152,4388161847_2016-04-24,4388161847,2016-04-24,10243,Active,7.88000011444092,1.08000004291534,0.509999990463257,6.30000019073486,14,8,239,261,584,2885,552,595,92.77310924369748,00:18:00,17:59:30,9.2
153,4388161847_2016-04-26,4388161847,2016-04-26,9461,Somewhat active,7.28000020980835,0.939999997615814,1.05999994277954,5.26999998092651,14,23,224,261,673,2929,319,346,92.1965317919075,00:00:00,23:59:30,5.32
154,4388161847_2016-04-27,4388161847,2016-04-27,11193,Active,8.60999965667725,0.699999988079071,2.50999999046326,5.3899998664856,11,48,241,300,684,3074,439,500,87.8,00:00:30,23:59:00,7.32
155,4388161847_2016-04-28,4388161847,2016-04-28,10074,Active,7.75,1.28999996185303,0.430000007152557,6.03000020980835,19,9,234,262,878,2969,428,458,93.44978165938865,00:00:00,04:59:00,7.13
156,4388161847_2016-04-30,4388161847,2016-04-30,12533,Highly active,9.64000034332275,0.699999988079071,2.0,6.94000005722046,14,43,300,357,537,3283,409,430,95.11627906976744,00:16:30,23:59:00,6.82
157,4388161847_2016-05-01,4388161847,2016-05-01,10255,Active,7.8899998664856,1.00999999046326,0.680000007152557,6.19999980926514,12,15,241,268,579,2926,547,597,91.62479061976549,00:00:00,23:59:00,9.12
158,4388161847_2016-05-02,4388161847,2016-05-02,10096,Active,8.39999961853027,3.76999998092651,0.0799999982118607,4.55000019073486,33,4,204,241,935,3147,368,376,97.87234042553192,00:00:00,05:44:00,6.13
159,4388161847_2016-05-04,4388161847,2016-05-04,12375,Active,9.52000045776367,2.78999996185303,0.930000007152557,5.80000019073486,35,21,251,307,632,3162,390,414,94.20289855072464,00:00:00,23:59:00,6.5
160,4388161847_2016-05-05,4388161847,2016-05-05,9603,Somewhat active,7.38000011444092,0.629999995231628,1.66999995708466,5.09000015258789,12,39,199,250,896,2899,471,495,95.15151515151516,00:00:00,04:53:00,7.85
161,4388161847_2016-05-05,4388161847,2016-05-05,9603,Somewhat active,7.38000011444092,0.629999995231628,1.66999995708466,5.09000015258789,12,39,199,250,896,2899,471,495,95.15151515151516,00:00:00,04:53:00,7.85
162,4388161847_2016-05-07,4388161847,2016-05-07,22770,Highly active,17.5400009155273,9.44999980926514,2.76999998092651,5.32999992370605,120,56,260,436,508,4022,472,496,95.16129032258065,00:03:00,08:18:00,7.87
163,4388161847_2016-05-08,4388161847,2016-05-08,17298,Highly active,14.3800001144409,9.89000034332275,1.25999999046326,3.23000001907349,107,38,178,323,576,3934,529,541,97.78188539741221,01:01:00,12:40:00,8.82
164,4388161847_2016-05-09,4388161847,2016-05-09,10218,Active,7.8600001335144,0.340000003576279,0.730000019073486,6.78999996185303,6,19,258,283,1020,3013,62,65,95.38461538461539,20:13:00,23:59:00,1.03
165,4388161847_2016-05-10,4388161847,2016-05-10,10299,Active,7.92000007629395,0.810000002384186,0.649999976158142,6.46000003814697,13,14,267,294,648,3061,354,375,94.39999999999999,00:00:00,23:59:30,5.9
166,4388161847_2016-05-11,4388161847,2016-05-11,10201,Active,7.84000015258789,0.529999971389771,0.790000021457672,6.53000020980835,8,18,256,282,858,2954,469,494,94.93927125506073,00:00:30,04:58:30,7.82
167,4445114986_2016-04-12,4445114986,2016-04-12,3276,Sedentary,2.20000004768372,0.0,0.0,2.20000004768372,0,0,196,196,787,2113,429,457,93.8730853391685,01:44:00,11:14:00,7.15
168,4445114986_2016-04-13,4445114986,2016-04-13,2961,Sedentary,1.99000000953674,0.0,0.0,1.99000000953674,0,0,194,194,840,2095,370,406,91.13300492610837,01:47:00,10:52:30,6.17
169,4445114986_2016-04-14,4445114986,2016-04-14,3974,Sedentary,2.67000007629395,0.0,0.0,2.67000007629395,0,0,231,231,717,2194,441,492,89.63414634146342,03:05:00,11:16:00,7.35
170,4445114986_2016-04-15,4445114986,2016-04-15,7198,Low active,4.82999992370605,0.0,0.0,4.82999992370605,0,0,350,350,711,2496,337,379,88.91820580474933,00:35:00,07:14:00,5.62
171,4445114986_2016-04-16,4445114986,2016-04-16,3945,Sedentary,2.65000009536743,0.0,0.0,2.65000009536743,0,0,225,225,716,2180,462,499,92.58517034068137,01:36:30,09:54:30,7.7
172,4445114986_2016-04-17,4445114986,2016-04-17,2268,Sedentary,1.51999998092651,0.0,0.0,1.51999998092651,0,0,114,114,1219,1933,98,107,91.58878504672897,02:24:00,04:10:00,1.63
173,4445114986_2016-04-19,4445114986,2016-04-19,2064,Sedentary,1.38999998569489,0.0,0.0,1.38999998569489,0,0,121,121,895,1954,388,424,91.50943396226415,01:43:00,11:13:00,6.47
174,4445114986_2016-04-20,4445114986,2016-04-20,2072,Sedentary,1.38999998569489,0.0,0.0,1.38999998569489,0,0,137,137,841,1974,439,462,95.02164502164501,02:57:30,10:38:30,7.32
175,4445114986_2016-04-21,4445114986,2016-04-21,3809,Sedentary,2.55999994277954,0.0,0.0,2.53999996185303,0,0,215,215,756,2150,436,469,92.96375266524521,03:11:30,10:59:30,7.27
176,4445114986_2016-04-22,4445114986,2016-04-22,6831,Low active,4.57999992370605,0.0,0.0,4.57999992370605,0,0,317,317,706,2432,388,417,93.04556354916068,03:17:30,10:13:30,6.47
177,4445114986_2016-04-25,4445114986,2016-04-25,3385,Sedentary,2.26999998092651,0.0,0.0,2.26999998092651,0,0,179,179,916,2070,328,345,95.07246376811594,01:52:00,07:36:00,5.47
178,4445114986_2016-04-26,4445114986,2016-04-26,6326,Low active,4.40999984741211,2.41000008583069,0.0399999991059303,1.96000003814697,29,1,180,210,839,2291,353,391,90.28132992327366,02:17:30,10:12:00,5.88
179,4445114986_2016-04-27,4445114986,2016-04-27,7243,Low active,5.03000020980835,2.61999988555908,0.0299999993294477,2.38000011444092,32,1,194,227,839,2361,332,374,88.77005347593582,03:48:00,10:01:00,5.53
180,4445114986_2016-04-28,4445114986,2016-04-28,4493,Sedentary,3.00999999046326,0.0,0.0,3.00999999046326,0,0,236,236,762,2203,419,442,94.79638009049773,04:05:00,11:26:00,6.98
181,4445114986_2016-04-29,4445114986,2016-04-29,4676,Sedentary,3.14000010490417,0.0,0.0,3.13000011444092,0,0,226,226,1106,2196,106,108,98.14814814814815,02:55:30,04:42:30,1.77
182,4445114986_2016-04-30,4445114986,2016-04-30,6222,Low active,4.17999982833862,0.0,0.0,4.17999982833862,0,0,290,290,797,2363,322,353,91.21813031161473,02:11:00,08:03:00,5.37
183,4445114986_2016-05-01,4445114986,2016-05-01,5232,Low active,3.50999999046326,0.0,0.0,3.50999999046326,0,0,240,240,741,2246,439,459,95.64270152505446,02:18:30,10:59:00,7.32
184,4445114986_2016-05-02,4445114986,2016-05-02,6910,Low active,4.75,2.21000003814697,0.189999997615814,2.34999990463257,27,4,200,231,667,2336,502,542,92.619926199262,02:12:00,11:13:00,8.37
185,4445114986_2016-05-03,4445114986,2016-05-03,7502,Somewhat active,5.17999982833862,2.48000001907349,0.109999999403954,2.57999992370605,30,2,233,265,725,2421,417,450,92.66666666666666,01:39:00,11:11:00,6.95
186,4445114986_2016-05-04,4445114986,2016-05-04,2923,Sedentary,1.96000003814697,0.0,0.0,1.96000003814697,0,0,180,180,897,2070,337,363,92.8374655647383,03:19:00,11:28:00,5.62
187,4445114986_2016-05-05,4445114986,2016-05-05,3800,Sedentary,2.54999995231628,0.119999997317791,0.239999994635582,2.1800000667572,2,6,185,193,734,2120,462,513,90.05847953216374,01:24:00,11:24:30,7.7
188,4445114986_2016-05-06,4445114986,2016-05-06,4514,Sedentary,3.02999997138977,0.0,0.0,3.02999997138977,0,0,229,229,809,2211,374,402,93.03482587064677,02:18:00,11:00:30,6.23
189,4445114986_2016-05-07,4445114986,2016-05-07,5183,Low active,3.58999991416931,2.13000011444092,0.189999997615814,1.25,26,4,108,138,866,2123,401,436,91.97247706422019,02:52:30,17:07:00,6.68
190,4445114986_2016-05-08,4445114986,2016-05-08,7303,Low active,4.90000009536743,0.0,0.25,4.65000009536743,0,8,308,316,733,2423,361,391,92.32736572890026,02:34:00,09:04:00,6.02
191,4445114986_2016-05-09,4445114986,2016-05-09,5275,Low active,3.53999996185303,0.0,0.0,3.53999996185303,0,0,266,266,641,2281,457,533,85.74108818011257,00:51:00,09:43:00,7.62
192,4445114986_2016-05-10,4445114986,2016-05-10,3915,Sedentary,2.63000011444092,0.0,0.0,2.63000011444092,0,0,231,231,783,2181,405,426,95.07042253521126,02:57:00,10:02:00,6.75
193,4445114986_2016-05-11,4445114986,2016-05-11,9105,Somewhat active,6.1100001335144,2.25,1.0,2.85999989509583,34,22,232,288,622,2499,499,530,94.15094339622641,01:23:00,10:12:00,8.32
194,4445114986_2016-05-12,4445114986,2016-05-12,768,Sedentary,0.519999980926514,0.0,0.0,0.519999980926514,0,0,58,58,380,1212,483,501,96.40718562874252,01:36:00,09:56:00,8.05
195,4558609924_2016-04-21,4558609924,2016-04-21,13743,Highly active,9.07999992370605,0.419999986886978,0.970000028610229,7.69999980926514,6,21,432,459,844,2486,126,137,91.97080291970804,00:06:30,02:22:30,2.1
196,4558609924_2016-04-26,4558609924,2016-04-26,9148,Somewhat active,6.05000019073486,0.430000007152557,2.02999997138977,3.58999991416931,12,41,283,336,1062,2223,103,121,85.12396694214877,00:00:00,00:41:00,1.72
197,4558609924_2016-04-29,4558609924,2016-04-29,7833,Somewhat active,5.17999982833862,1.01999998092651,1.85000002384186,2.30999994277954,15,29,197,241,1096,1918,171,179,95.53072625698324,00:00:00,01:42:00,2.85
198,4558609924_2016-05-01,4558609924,2016-05-01,3428,Sedentary,2.26999998092651,0.0,0.0,2.26999998092651,0,0,190,190,1121,1692,115,129,89.14728682170544,20:32:00,22:40:00,1.92
199,4558609924_2016-05-08,4558609924,2016-05-08,6543,Low active,4.32999992370605,1.79999995231628,0.5,2.01999998092651,66,35,238,339,1019,2666,123,134,91.7910447761194,00:00:30,01:21:30,2.05
200,4702921684_2016-04-12,4702921684,2016-04-12,7213,Low active,5.88000011444092,0.0,0.0,5.84999990463257,0,0,263,263,718,2947,425,439,96.81093394077449,00:00:30,23:59:00,7.08
201,4702921684_2016-04-13,4702921684,2016-04-13,6877,Low active,5.57999992370605,0.0,0.0,5.57999992370605,0,0,258,258,777,2898,400,430,93.02325581395348,00:00:00,23:59:30,6.67
202,4702921684_2016-04-14,4702921684,2016-04-14,7860,Somewhat active,6.36999988555908,0.0,0.0,6.36999988555908,0,0,271,271,772,2984,384,415,92.53012048192771,00:00:30,23:59:30,6.4
203,4702921684_2016-04-15,4702921684,2016-04-15,6506,Low active,5.28000020980835,0.0700000002980232,0.419999986886978,4.78999996185303,1,8,256,265,944,2896,253,257,98.44357976653697,00:00:30,03:50:30,4.22
204,4702921684_2016-04-16,4702921684,2016-04-16,11140,Active,9.02999973297119,0.239999994635582,1.25,7.53999996185303,3,24,335,362,556,3328,382,406,94.08866995073892,00:07:30,23:59:30,6.37
205,4702921684_2016-04-17,4702921684,2016-04-17,12692,Highly active,10.289999961853,0.959999978542328,3.46000003814697,5.88000011444092,12,66,302,380,437,3394,591,612,96.56862745098039,00:00:30,23:59:00,9.85
206,4702921684_2016-04-18,4702921684,2016-04-18,9105,Somewhat active,7.38000011444092,1.82000005245209,1.49000000953674,4.07000017166138,22,30,191,243,890,3013,293,312,93.91025641025641,00:00:00,23:59:00,4.88
207,4702921684_2016-04-19,4702921684,2016-04-19,6708,Low active,5.44000005722046,0.879999995231628,0.370000004768372,4.19000005722046,10,8,179,197,757,2812,457,487,93.83983572895276,00:00:00,23:59:30,7.62
208,4702921684_2016-04-20,4702921684,2016-04-20,8793,Somewhat active,7.13000011444092,0.159999996423721,1.23000001907349,5.73000001907349,2,29,260,291,717,3061,454,468,97.00854700854701,00:00:30,23:59:00,7.57
209,4702921684_2016-04-21,4702921684,2016-04-21,6530,Low active,5.30000019073486,0.310000002384186,2.04999995231628,2.94000005722046,4,41,144,189,901,2729,425,434,97.92626728110599,00:00:00,05:49:00,7.08
210,4702921684_2016-04-23,4702921684,2016-04-23,15126,Highly active,12.2700004577637,0.759999990463257,3.24000000953674,8.27000045776367,9,66,408,483,469,3691,465,475,97.89473684210527,00:00:30,23:59:00,7.75
211,4702921684_2016-04-24,4702921684,2016-04-24,15050,Highly active,12.2200002670288,1.20000004768372,5.11999988555908,5.88000011444092,15,95,281,391,542,3538,480,506,94.86166007905138,00:00:00,23:59:30,8.0
212,4702921684_2016-04-25,4702921684,2016-04-25,9167,Somewhat active,7.42999982833862,0.490000009536743,0.819999992847443,6.1100001335144,6,15,270,291,730,3064,370,380,97.36842105263158,00:00:30,23:59:00,6.17
213,4702921684_2016-04-26,4702921684,2016-04-26,6108,Low active,4.94999980926514,0.0700000002980232,0.349999994039536,4.53999996185303,1,8,216,225,765,2784,421,429,98.13519813519814,00:00:00,23:59:00,7.02
214,4702921684_2016-04-27,4702921684,2016-04-27,7047,Low active,5.71999979019165,0.0900000035762787,0.800000011920929,4.78000020980835,1,16,238,255,733,2908,432,449,96.21380846325167,00:00:00,23:59:00,7.2
215,4702921684_2016-04-28,4702921684,2016-04-28,9023,Somewhat active,7.32000017166138,1.12999999523163,0.419999986886978,5.76999998092651,14,9,232,255,738,3033,442,461,95.87852494577007,00:00:00,23:59:00,7.37
216,4702921684_2016-04-29,4702921684,2016-04-29,9930,Somewhat active,8.05000019073486,1.05999994277954,0.920000016689301,6.07000017166138,12,19,267,298,692,3165,433,447,96.86800894854586,00:00:00,23:59:00,7.22
217,4702921684_2016-04-30,4702921684,2016-04-30,10144,Active,8.22999954223633,0.319999992847443,2.02999997138977,5.88000011444092,4,36,263,303,728,3115,479,501,95.60878243512974,00:00:00,06:48:00,7.98
218,4702921684_2016-05-03,4702921684,2016-05-03,9454,Somewhat active,7.67000007629395,0.0,0.0,7.67000007629395,0,0,313,313,729,3145,327,373,87.66756032171583,00:00:00,23:59:30,5.45
219,4702921684_2016-05-04,4702921684,2016-05-04,8161,Somewhat active,6.61999988555908,0.340000003576279,0.730000019073486,5.53999996185303,4,15,251,270,757,3004,412,434,94.93087557603687,00:00:30,23:59:00,6.87
220,4702921684_2016-05-05,4702921684,2016-05-05,8614,Somewhat active,6.98999977111816,0.670000016689301,0.219999998807907,6.09000015258789,8,5,241,254,745,3006,414,428,96.72897196261682,00:00:00,23:59:00,6.9
221,4702921684_2016-05-06,4702921684,2016-05-06,6943,Low active,5.63000011444092,0.0799999982118607,0.660000026226044,4.86999988555908,1,16,207,224,682,2859,404,449,89.97772828507794,00:00:00,23:59:00,6.73
222,4702921684_2016-05-07,4702921684,2016-05-07,14370,Highly active,11.6499996185303,0.370000004768372,2.30999994277954,8.97000026702881,5,46,439,490,577,3683,520,543,95.76427255985267,00:00:00,06:12:00,8.67
223,4702921684_2016-05-07,4702921684,2016-05-07,14370,Highly active,11.6499996185303,0.370000004768372,2.30999994277954,8.97000026702881,5,46,439,490,577,3683,520,543,95.76427255985267,00:00:00,06:12:00,8.67
224,4702921684_2016-05-09,4702921684,2016-05-09,8232,Somewhat active,6.67999982833862,0.0,0.569999992847443,6.09999990463257,0,12,253,265,746,2990,435,458,94.97816593886463,00:00:30,23:59:00,7.25
225,4702921684_2016-05-10,4702921684,2016-05-10,10613,Active,8.60999965667725,0.0799999982118607,1.87999999523163,6.65000009536743,1,37,262,300,701,3172,416,431,96.51972157772622,00:00:00,23:59:00,6.93
226,4702921684_2016-05-11,4702921684,2016-05-11,9810,Somewhat active,7.96000003814697,0.779999971389771,2.16000008583069,4.98000001907349,10,41,235,286,784,3069,354,366,96.72131147540983,00:00:00,23:59:00,5.9
227,4702921684_2016-05-12,4702921684,2016-05-12,2752,Sedentary,2.23000001907349,0.0,0.0,2.23000001907349,0,0,68,68,241,1240,404,442,91.4027149321267,00:00:00,06:03:00,6.73
228,5553957443_2016-04-12,5553957443,2016-04-12,11596,Active,7.57000017166138,1.37000000476837,0.790000021457672,5.40999984741211,19,13,277,309,767,2026,441,464,95.04310344827587,00:00:00,06:03:00,7.35
229,5553957443_2016-04-13,5553957443,2016-04-13,4832,Sedentary,3.16000008583069,0.0,0.0,3.16000008583069,0,0,226,226,647,1718,455,488,93.23770491803278,00:19:30,23:59:30,7.58
230,5553957443_2016-04-14,5553957443,2016-04-14,17022,Highly active,11.1199998855591,4.0,2.45000004768372,4.67000007629395,61,41,256,358,693,2324,357,418,85.4066985645933,00:00:30,23:59:30,5.95
231,5553957443_2016-04-15,5553957443,2016-04-15,16556,Highly active,10.8599996566772,4.15999984741211,1.98000001907349,4.71000003814697,58,38,239,335,689,2254,377,409,92.1760391198044,00:00:30,23:59:00,6.28
232,5553957443_2016-04-16,5553957443,2016-04-16,5771,Low active,3.76999998092651,0.0,0.0,3.76999998092651,0,0,288,288,521,1831,651,686,94.89795918367348,00:00:00,12:27:00,10.85
233,5553957443_2016-04-17,5553957443,2016-04-17,655,Sedentary,0.430000007152557,0.0,0.0,0.430000007152557,0,0,46,46,943,1397,350,402,87.06467661691542,02:19:30,23:59:30,5.83
234,5553957443_2016-04-18,5553957443,2016-04-18,3727,Sedentary,2.4300000667572,0.0,0.0,2.4300000667572,0,0,206,206,622,1683,520,541,96.11829944547135,00:00:30,23:59:00,8.67
235,5553957443_2016-04-19,5553957443,2016-04-19,15482,Highly active,10.1099996566772,4.28000020980835,1.6599999666214,4.17999982833862,69,28,249,346,756,2284,357,410,87.07317073170732,00:00:00,23:59:00,5.95
236,5553957443_2016-04-20,5553957443,2016-04-20,2713,Sedentary,1.76999998092651,0.0,0.0,1.76999998092651,0,0,148,148,598,1570,658,678,97.05014749262537,00:00:00,23:59:30,10.97
237,5553957443_2016-04-21,5553957443,2016-04-21,12346,Active,8.0600004196167,2.95000004768372,2.16000008583069,2.96000003814697,47,42,177,266,801,2066,399,431,92.5754060324826,00:00:30,23:59:30,6.65
238,5553957443_2016-04-22,5553957443,2016-04-22,11682,Active,7.63000011444092,1.37999999523163,0.629999995231628,5.59999990463257,25,16,270,311,781,2105,322,353,91.21813031161473,00:00:30,05:47:30,5.37
239,5553957443_2016-04-23,5553957443,2016-04-23,4112,Sedentary,2.69000005722046,0.0,0.0,2.6800000667572,0,0,272,272,443,1776,631,725,87.0344827586207,00:39:30,15:14:30,10.52
240,5553957443_2016-04-24,5553957443,2016-04-24,1807,Sedentary,1.17999994754791,0.0,0.0,1.17999994754791,0,0,104,104,582,1507,553,640,86.40625,00:45:30,23:59:30,9.22
241,5553957443_2016-04-25,5553957443,2016-04-25,10946,Active,7.19000005722046,2.9300000667572,0.569999992847443,3.69000005722046,51,11,201,263,732,2033,433,468,92.52136752136752,00:00:30,23:59:00,7.22
242,5553957443_2016-04-26,5553957443,2016-04-26,11886,Active,7.76000022888184,2.36999988555908,0.930000007152557,4.46000003814697,40,18,238,296,750,2093,412,453,90.94922737306842,00:00:00,23:59:30,6.87
243,5553957443_2016-04-27,5553957443,2016-04-27,10538,Active,6.88000011444092,1.13999998569489,1.0,4.73999977111816,16,16,206,238,745,1922,347,391,88.7468030690537,00:00:30,23:59:30,5.78
244,5553957443_2016-04-28,5553957443,2016-04-28,11393,Active,7.63000011444092,3.71000003814697,0.75,3.17000007629395,49,13,165,227,727,1999,421,457,92.12253829321662,00:00:30,23:59:30,7.02
245,5553957443_2016-04-29,5553957443,2016-04-29,12764,Highly active,8.32999992370605,2.78999996185303,0.639999985694885,4.90999984741211,46,15,270,331,709,2169,450,495,90.9090909090909,00:00:30,23:59:00,7.5
246,5553957443_2016-04-30,5553957443,2016-04-30,1202,Sedentary,0.779999971389771,0.0,0.0,0.779999971389771,0,0,84,84,506,1463,775,843,91.93357058125741,00:00:00,23:59:00,12.92
247,5553957443_2016-05-01,5553957443,2016-05-01,5164,Low active,3.36999988555908,0.0,0.0,3.36999988555908,0,0,237,237,436,1747,622,686,90.67055393586006,00:00:00,23:59:00,10.37
248,5553957443_2016-05-02,5553957443,2016-05-02,9769,Somewhat active,6.38000011444092,1.05999994277954,0.409999996423721,4.90000009536743,23,9,227,259,724,1996,409,471,86.83651804670913,00:00:00,23:59:30,6.82
249,5553957443_2016-05-03,5553957443,2016-05-03,12848,Highly active,8.39000034332275,1.5,1.20000004768372,5.67999982833862,26,29,247,302,812,2116,380,429,88.57808857808858,00:00:30,05:25:30,6.33
250,5553957443_2016-05-04,5553957443,2016-05-04,4249,Sedentary,2.76999998092651,0.0,0.0,2.76999998092651,0,0,224,224,651,1698,447,470,95.1063829787234,00:30:30,23:59:00,7.45
251,5553957443_2016-05-05,5553957443,2016-05-05,14331,Highly active,9.51000022888184,3.4300000667572,1.6599999666214,4.42999982833862,44,29,241,314,692,2156,419,464,90.30172413793103,00:00:00,23:59:30,6.98
252,5553957443_2016-05-06,5553957443,2016-05-06,9632,Somewhat active,6.28999996185303,1.51999998092651,0.540000021457672,4.23000001907349,21,9,229,259,761,1916,400,434,92.16589861751152,00:00:30,23:59:00,6.67
253,5553957443_2016-05-07,5553957443,2016-05-07,1868,Sedentary,1.22000002861023,0.0,0.0,1.22000002861023,0,0,96,96,902,1494,442,470,94.04255319148936,00:00:00,23:59:00,7.37
254,5553957443_2016-05-08,5553957443,2016-05-08,6083,Low active,4.0,0.219999998807907,0.469999998807907,3.29999995231628,3,8,210,221,505,1762,568,608,93.42105263157895,00:00:00,23:59:30,9.47
255,5553957443_2016-05-09,5553957443,2016-05-09,11611,Active,7.57999992370605,2.13000011444092,0.889999985694885,4.55999994277954,59,22,251,332,667,2272,453,494,91.7004048582996,00:00:30,23:59:00,7.55
